wavelength_nm,intensity
543.1,0.6218
544.0,0.6291
545.0,0.6284
546.1,0.6258
547.0,0.6297
548.0,0.6311
549.1,0.6344
550.0,0.6384
550.9,0.6377
552.0,0.6357
553.0,0.6357
553.9,0.639
555.0,0.6384
556.0,0.6397
557.1,0.6384
558.0,0.645
559.0,0.645
560.1,0.6463
561.0,0.647
561.9,0.6443
563.0,0.6463
564.0,0.6443
564.9,0.6457
566.0,0.6457
567.0,0.6516
568.1,0.6477
569.0,0.6477
570.0,0.6503
571.1,0.6463
572.0,0.6497
572.9,0.6497
574.0,0.6477
575.0,0.647
575.9,0.647
577.0,0.6477
578.0,0.649
579.1,0.6497
580.0,0.6457
581.0,0.6463
582.1,0.6497
583.0,0.6503
583.9,0.6483
585.0,0.6503
586.0,0.6497
586.9,0.6483
588.0,0.651
589.0,0.6483
590.1,0.6497
591.0,0.6503
592.0,0.649
593.1,0.6497
594.0,0.649
594.9,0.6503
596.0,0.6497
597.0,0.653
597.9,0.6543
599.0,0.6503
600.0,0.651
601.1,0.655
602.0,0.651
603.0,0.653
604.1,0.6543
605.0,0.6563
605.9,0.6576
607.0,0.6576
608.0,0.6576
608.9,0.657
610.0,0.6596
611.0,0.6596
612.1,0.6563
613.0,0.6616
614.0,0.657
615.1,0.663
616.0,0.663
616.9,0.6596
618.0,0.6636
619.0,0.6616
619.9,0.663
621.0,0.6603
622.0,0.6596
623.1,0.657
624.0,0.6563
625.0,0.659
626.1,0.6596
627.0,0.6596
627.9,0.653
629.1,0.6556
630.0,0.6556
630.9,0.6543
632.0,0.651
633.0,0.6483
634.1,0.645
635.0,0.6443
636.0,0.643
637.1,0.641
638.0,0.6357
638.9,0.637
640.1,0.6324
641.0,0.6291
641.9,0.6291
643.0,0.6231
644.0,0.6198
645.1,0.6144
646.0,0.6098
647.0,0.6051
648.1,0.6011
649.0,0.5978
649.9,0.5938
651.1,0.5826
652.0,0.5812
652.9,0.5786
654.0,0.5719
655.0,0.5673
656.1,0.5613
657.0,0.556
658.0,0.5553
659.1,0.5433
660.0,0.538
661.0,0.5327
662.0,0.5247
663.0,0.5221
663.9,0.5148
665.0,0.5094
666.0,0.5021
666.9,0.4902
668.0,0.4869
669.0,0.4829
670.1,0.4749
671.0,0.4709
672.0,0.4603
673.0,0.4543
674.0,0.4437
674.9,0.4404
676.0,0.4324
677.0,0.4257
677.9,0.4184
679.0,0.4098
680.0,0.4051
681.1,0.3992
682.0,0.3912
683.0,0.3865
684.1,0.3765
685.0,0.3719
685.9,0.3653
687.0,0.3553
688.0,0.3473
688.9,0.3467
690.0,0.334
691.0,0.332
692.1,0.324
693.0,0.3174
694.0,0.3101
695.1,0.3021
696.0,0.2988
696.9,0.2895
698.0,0.2835
699.0,0.2809
699.9,0.2769
701.0,0.2669
702.0,0.2596
703.1,0.2563
704.0,0.249
705.0,0.2443
706.1,0.2396
707.0,0.2343
707.9,0.225
709.0,0.2244
710.0,0.2164
710.9,0.2144
712.0,0.2071
713.0,0.2011
714.1,0.1978
715.0,0.1938
716.0,0.1885
717.1,0.1845
718.0,0.1799
718.9,0.1752
720.0,0.1712
721.0,0.1646
721.9,0.1612
723.0,0.1592
724.0,0.1539
725.1,0.1513
726.0,0.1466
727.0,0.1433
728.1,0.1373
729.0,0.1353
729.9,0.1333
731.0,0.1287
732.0,0.1254
732.9,0.1227
734.0,0.1194
735.0,0.1147
736.1,0.1141
737.0,0.1087
738.0,0.1074
739.1,0.0994
740.0,0.1008
740.9,0.0988
742.0,0.0968
743.0,0.0915
743.9,0.0921
745.0,0.0895
746.0,0.0868
747.1,0.0842
748.0,0.0822
749.0,0.0775
750.1,0.0789
751.0,0.0755
751.9,0.0735
753.0,0.0695
754.0,0.0682
754.9,0.0682
756.0,0.0655
757.0,0.0635
758.1,0.0622
759.0,0.0596
760.0,0.0582
761.1,0.0582
762.0,0.0549
762.9,0.0529
764.0,0.0516
765.0,0.0503
765.9,0.0489
767.0,0.0463
768.0,0.045
769.1,0.045
770.0,0.0443
771.0,0.0436
772.1,0.041
773.0,0.0403
773.9,0.0396
775.0,0.0383
776.0,0.0363
776.9,0.035
778.0,0.0343
779.0,0.033
780.0,0.033
