wavelength_nm,intensity
571.0,0.65232
572.0,0.65563
573.0,0.66225
574.0,0.66225
575.0,0.66556
576.0,0.66556
577.0,0.67384
578.0,0.67881
579.0,0.67881
580.0,0.68874
581.0,0.68709
582.0,0.69371
583.0,0.69371
584.0,0.69867
585.0,0.70530
586.0,0.70695
587.0,0.71523
588.0,0.71689
589.0,0.72186
590.0,0.72351
591.0,0.72682
592.0,0.72848
593.0,0.73510
596.0,0.74503
597.0,0.75000
598.0,0.75662
599.0,0.75828
600.0,0.76324
601.0,0.76324
604.0,0.77318
605.0,0.77483
606.0,0.77980
607.0,0.77980
608.0,0.78808
609.0,0.78311
610.0,0.79305
611.0,0.79470
612.0,0.79470
613.0,0.79967
615.0,0.80298
617.0,0.80960
620.0,0.82450
621.0,0.82450
622.0,0.82947
623.0,0.83609
624.0,0.84106
625.0,0.84437
626.0,0.85265
627.0,0.85927
628.0,0.86755
629.0,0.87417
630.0,0.88411
631.0,0.89073
632.0,0.89901
633.0,0.90563
634.0,0.91887
635.0,0.92881
636.0,0.93709
637.0,0.94702
638.0,0.95364
639.0,0.96358
641.0,0.97351
642.0,0.98178
643.0,0.98675
644.0,0.99669
646.0,1.00000
647.0,0.99834
648.0,0.99503
649.0,0.99503
650.0,0.98841
651.0,0.97682
652.0,0.96689
654.0,0.93874
655.0,0.91887
660.0,0.83443
661.0,0.81126
662.0,0.79636
668.0,0.68544
670.0,0.64404
671.0,0.63080
672.0,0.61093
674.0,0.57947
676.0,0.54636
677.0,0.53311
679.0,0.50000
680.0,0.48676
681.0,0.47020
682.0,0.45696
683.0,0.44537
684.0,0.43046
686.0,0.40729
687.0,0.39073
688.0,0.37914
689.0,0.36424
691.0,0.34438
692.0,0.33113
693.0,0.32119
694.0,0.30795
695.0,0.29802
696.0,0.28974
697.0,0.27815
698.0,0.26821
703.0,0.22682
704.0,0.22020
706.0,0.20365
712.0,0.16391
713.0,0.15894
714.0,0.15232
715.0,0.14901
716.0,0.14404
717.0,0.13576
718.0,0.13080
719.0,0.12749
721.0,0.11756
723.0,0.11093
724.0,0.10596
726.0,0.09934
727.0,0.09437
729.0,0.08775
730.0,0.08609
731.0,0.08113
732.0,0.07947
733.0,0.07616
734.0,0.07451
737.0,0.06457
739.0,0.06126
740.0,0.05795
741.0,0.05795
743.0,0.05133
744.0,0.04968
745.0,0.04968
746.0,0.04636
747.0,0.04636
750.0,0.04139
751.0,0.03808
752.0,0.03808
754.0,0.03477
755.0,0.03477
757.0,0.03146
758.0,0.03146
759.0,0.02980
760.0,0.02980
762.0,0.02649
763.0,0.02649
764.0,0.02484
765.0,0.02484
767.0,0.02153
768.0,0.02153
769.0,0.01987
771.0,0.01987
772.0,0.01822
773.0,0.01822
774.0,0.01656
777.0,0.01656
778.0,0.01491
779.0,0.01491
780.0,0.01325
784.0,0.01325
785.0,0.01160
787.0,0.01160
788.0,0.00994
792.0,0.00994
793.0,0.00829
794.0,0.00994
795.0,0.00994
796.0,0.00829
799.0,0.00829
800.0,0.00663
800.0,0.00663
