wavelength_nm,intensity
552.0,0.41165
553.0,0.40964
556.0,0.40663
557.0,0.40663
558.0,0.40361
559.0,0.40663
560.0,0.40361
562.0,0.40161
565.0,0.39559
566.0,0.39559
567.0,0.39357
568.0,0.39357
569.0,0.39257
572.0,0.38655
576.0,0.38253
577.0,0.38253
579.0,0.38052
580.0,0.37851
581.0,0.37751
582.0,0.37751
583.0,0.37650
584.0,0.37851
585.0,0.37451
587.0,0.37451
588.0,0.37350
590.0,0.37551
591.0,0.37350
592.0,0.37250
593.0,0.37250
595.0,0.37451
596.0,0.37250
597.0,0.37149
598.0,0.37350
599.0,0.37250
600.0,0.37250
601.0,0.37049
602.0,0.37250
603.0,0.37149
604.0,0.37350
605.0,0.37451
606.0,0.37149
608.0,0.37149
609.0,0.37049
610.0,0.37149
611.0,0.36848
613.0,0.37049
614.0,0.36948
616.0,0.36948
617.0,0.36848
619.0,0.37049
620.0,0.37049
621.0,0.37350
622.0,0.37250
623.0,0.37250
624.0,0.37551
625.0,0.37451
626.0,0.37751
627.0,0.37650
629.0,0.38253
630.0,0.38153
631.0,0.38655
632.0,0.38655
633.0,0.38956
634.0,0.39357
635.0,0.39559
636.0,0.39960
637.0,0.39960
638.0,0.40261
641.0,0.40562
642.0,0.41065
643.0,0.40863
644.0,0.41065
645.0,0.41065
646.0,0.40863
648.0,0.40863
651.0,0.39659
652.0,0.38956
653.0,0.38554
654.0,0.37952
655.0,0.37451
656.0,0.36446
657.0,0.35944
658.0,0.34739
659.0,0.34237
660.0,0.33234
661.0,0.32530
662.0,0.31928
663.0,0.31024
664.0,0.30321
665.0,0.29418
666.0,0.28715
667.0,0.27912
668.0,0.27310
669.0,0.26406
670.0,0.25804
671.0,0.25000
673.0,0.23594
675.0,0.22591
676.0,0.21787
677.0,0.21185
678.0,0.20683
680.0,0.19277
681.0,0.18675
682.0,0.18274
683.0,0.17771
684.0,0.17169
685.0,0.16366
686.0,0.16065
687.0,0.15462
688.0,0.14960
689.0,0.14659
690.0,0.14157
691.0,0.13856
692.0,0.13153
693.0,0.12852
694.0,0.12149
695.0,0.11948
698.0,0.10743
699.0,0.10442
700.0,0.09940
702.0,0.09337
703.0,0.08836
704.0,0.08735
706.0,0.08133
707.0,0.07933
708.0,0.07431
709.0,0.07329
710.0,0.07128
711.0,0.06727
712.0,0.06526
713.0,0.06225
718.0,0.05222
719.0,0.04920
720.0,0.04820
721.0,0.04619
722.0,0.04619
723.0,0.04318
724.0,0.04318
725.0,0.04117
726.0,0.03816
727.0,0.03816
729.0,0.03414
730.0,0.03314
731.0,0.03314
732.0,0.03113
734.0,0.02912
735.0,0.02912
737.0,0.02510
738.0,0.02611
739.0,0.02410
740.0,0.02310
741.0,0.02310
742.0,0.02109
744.0,0.02109
745.0,0.01908
746.0,0.01808
747.0,0.01808
749.0,0.01607
750.0,0.01707
751.0,0.01607
752.0,0.01607
753.0,0.01406
755.0,0.01406
756.0,0.01305
757.0,0.01305
758.0,0.01205
759.0,0.01205
760.0,0.01105
761.0,0.01105
762.0,0.01004
766.0,0.01004
768.0,0.00803
770.0,0.00803
771.0,0.00703
774.0,0.00703
775.0,0.00603
778.0,0.00603
779.0,0.00503
780.0,0.00603
781.0,0.00503
782.0,0.00603
784.0,0.00402
785.0,0.00503
786.0,0.00503
787.0,0.00402
788.0,0.00503
789.0,0.00402
790.0,0.00402
791.0,0.00503
792.0,0.00503
793.0,0.00402
798.0,0.00402
799.0,0.00301
800.0,0.00402
800.0,0.00402
